alert_id,sensor_node_id,social_node_id,incident_type,sensor_location,timestamp,sequence_frame,temperature_celsius,smoke_density_ppm,co2_level_ppm,humidity_percentage,crowd_density,traffic_density,visibility_score,fire_area_ratio,network_latency_ms,propagation_delay_sec,routing_path_length,node_influence_score,coverage_percentage,alert_reliability_score,social_alerts_forwarded,response_time_sec,emergency_severity,alert_priority,fire_detected,smoke_detected,sensor_confidence_score,mobile_alerts_sent,citizen_reports_received,target_label
ALERT_000352,FIRE_NODE_0251,USER_NODE_03016,industrial_fire,residential_building,2026-05-14 12:28:38.298300,17,134.71,405.78,2665.39,60.76,0.312,0.201,0.166,0.1971,628.44,28.83,1,0.266,49.97,0.796,305,564.26,moderate,high,1,1,0.799,13452,342,1
ALERT_000353,FIRE_NODE_0025,USER_NODE_00105,building_fire,industrial_area,2026-05-14 12:28:41.298300,8,217.92,623.46,1388.32,62.92,0.466,0.713,0.935,0.0374,95.42,43.51,2,0.318,51.06,0.711,2897,18.0,low,medium,1,1,0.925,2524,4,0
ALERT_000354,FIRE_NODE_0112,USER_NODE_08286,building_fire,shopping_mall,2026-05-14 12:28:44.298300,2,68.53,603.85,3265.95,32.84,0.037,0.786,0.059,0.4964,716.78,26.54,10,0.559,68.62,0.813,2613,533.02,critical,urgent,1,1,0.959,10974,478,2
ALERT_000355,FIRE_NODE_0316,USER_NODE_07917,kitchen_fire,parking_area,2026-05-14 12:28:47.298300,1,103.77,768.88,4678.39,67.53,0.514,0.458,0.301,0.6235,131.4,35.21,1,0.318,56.74,0.817,2180,599.28,critical,urgent,1,1,0.716,9088,210,2
ALERT_000356,FIRE_NODE_0007,USER_NODE_00275,industrial_fire,forest_region,2026-05-14 12:28:50.298300,18,146.24,172.48,1279.89,33.57,0.515,0.266,0.335,0.0611,256.51,58.03,5,0.947,60.09,0.866,71,546.21,low,medium,1,1,0.702,8278,416,0
ALERT_000357,FIRE_NODE_0358,USER_NODE_07055,warehouse_fire,industrial_area,2026-05-14 12:28:53.298300,4,186.87,1142.17,1001.83,15.49,0.961,0.542,0.063,0.1712,370.96,41.88,15,0.747,99.73,0.783,395,325.24,moderate,high,1,1,0.855,8641,76,1
ALERT_000358,FIRE_NODE_0124,USER_NODE_03145,industrial_fire,forest_region,2026-05-14 12:28:56.298300,12,115.99,269.46,4900.81,60.47,0.503,0.607,0.255,0.3557,562.08,31.39,5,0.991,76.68,0.808,1626,464.43,critical,urgent,1,1,0.749,1344,191,2
ALERT_000359,FIRE_NODE_0492,USER_NODE_06653,building_fire,warehouse_zone,2026-05-14 12:28:59.298300,8,112.29,468.59,2499.95,55.82,0.489,0.796,0.569,0.2256,651.78,15.06,5,0.263,70.27,0.776,2802,10.41,moderate,high,1,1,0.888,13616,434,1
ALERT_000360,FIRE_NODE_0042,USER_NODE_00520,urban_fire,metro_station,2026-05-14 12:29:02.298300,13,134.44,578.98,4854.66,42.13,0.865,0.148,0.562,0.5648,474.82,43.36,7,0.403,45.55,0.833,2264,239.72,critical,urgent,1,1,0.951,7848,28,2
ALERT_000361,FIRE_NODE_0327,USER_NODE_00155,kitchen_fire,industrial_area,2026-05-14 12:29:05.298300,3,87.7,1162.74,4815.81,21.1,0.355,0.897,0.92,0.291,270.38,32.04,8,0.703,56.41,0.914,1778,35.74,critical,urgent,1,1,0.714,10616,401,2
ALERT_000362,FIRE_NODE_0170,USER_NODE_09271,warehouse_fire,commercial_complex,2026-05-14 12:29:08.298300,17,112.6,475.89,1988.79,36.92,0.328,0.2,0.329,0.6338,340.67,27.24,15,0.598,99.0,0.77,175,410.36,critical,urgent,1,1,0.908,3814,108,2
ALERT_000363,FIRE_NODE_0462,USER_NODE_09287,building_fire,forest_region,2026-05-14 12:29:11.298300,2,151.28,179.21,3578.24,9.17,0.6,0.742,0.24,0.5478,43.68,50.78,15,0.487,53.06,0.739,305,572.22,critical,urgent,1,1,0.721,11263,473,2
ALERT_000364,FIRE_NODE_0144,USER_NODE_08898,industrial_fire,residential_building,2026-05-14 12:29:14.298300,6,79.84,469.56,3329.03,40.41,0.134,0.297,0.265,0.1427,340.69,42.54,15,0.257,62.0,0.813,1289,585.99,moderate,high,1,1,0.977,306,492,1
ALERT_000365,FIRE_NODE_0107,USER_NODE_09618,electrical_fire,metro_station,2026-05-14 12:29:17.298300,3,185.02,350.66,899.36,25.6,0.274,0.511,0.75,0.5586,678.99,22.22,5,0.703,58.77,0.718,666,422.43,critical,urgent,1,1,0.703,9289,123,2
ALERT_000366,FIRE_NODE_0291,USER_NODE_06376,kitchen_fire,shopping_mall,2026-05-14 12:29:20.298300,13,116.61,448.9,3650.86,54.81,0.311,0.814,0.315,0.2929,587.07,41.88,13,0.988,53.51,0.892,574,367.76,critical,urgent,1,1,0.965,13001,352,2
ALERT_000367,FIRE_NODE_0371,USER_NODE_01285,industrial_fire,shopping_mall,2026-05-14 12:29:23.298300,2,72.36,922.01,3100.38,22.85,0.48,0.34,0.571,0.5784,464.06,38.27,2,0.543,43.07,0.768,1791,297.74,critical,urgent,1,1,0.79,3853,429,2
ALERT_000368,FIRE_NODE_0039,USER_NODE_05581,industrial_fire,metro_station,2026-05-14 12:29:26.298300,11,76.81,644.63,2020.36,21.78,0.469,0.142,0.885,0.5647,571.94,7.27,1,0.787,88.48,0.923,2598,72.81,critical,urgent,1,1,0.887,4528,401,2
ALERT_000369,FIRE_NODE_0231,USER_NODE_08039,electrical_fire,shopping_mall,2026-05-14 12:29:29.298300,18,191.01,726.64,3444.19,34.79,0.533,0.044,0.625,0.0575,359.31,18.27,7,0.568,48.0,0.901,1769,478.03,low,medium,1,1,0.747,3093,348,0
ALERT_000370,FIRE_NODE_0300,USER_NODE_06228,urban_fire,forest_region,2026-05-14 12:29:32.298300,8,63.25,242.98,4459.36,39.33,0.473,0.116,0.635,0.5649,665.98,37.94,12,0.122,46.74,0.714,302,158.2,critical,urgent,1,1,0.739,1394,137,2
ALERT_000371,FIRE_NODE_0079,USER_NODE_06226,kitchen_fire,industrial_area,2026-05-14 12:29:35.298300,13,90.51,511.27,4749.12,44.67,0.837,0.713,0.151,0.4797,234.58,38.71,6,0.374,99.86,0.776,1478,171.08,critical,urgent,1,1,0.97,1795,46,2
ALERT_000372,FIRE_NODE_0003,USER_NODE_05051,building_fire,shopping_mall,2026-05-14 12:29:38.298300,9,49.31,860.29,3791.44,59.36,0.975,0.976,0.109,0.5351,524.12,39.19,2,0.172,79.01,0.985,543,547.53,critical,urgent,1,1,0.827,1480,95,2
ALERT_000373,FIRE_NODE_0221,USER_NODE_07354,industrial_fire,metro_station,2026-05-14 12:29:41.298300,4,51.99,485.77,4236.12,50.6,0.465,0.065,0.434,0.3075,744.27,38.82,1,0.346,71.52,0.719,368,583.68,critical,urgent,1,1,0.804,5848,283,2
ALERT_000374,FIRE_NODE_0048,USER_NODE_09781,industrial_fire,shopping_mall,2026-05-14 12:29:44.298300,13,128.63,477.92,3603.05,48.05,0.718,0.275,0.334,0.0858,531.3,3.35,1,0.618,92.18,0.958,1196,272.18,moderate,high,1,1,0.833,6829,198,1
ALERT_000375,FIRE_NODE_0399,USER_NODE_01388,kitchen_fire,warehouse_zone,2026-05-14 12:29:47.298300,19,58.47,831.26,4213.54,20.9,0.427,0.84,0.839,0.1619,449.45,12.36,9,0.147,94.67,0.938,695,457.22,moderate,high,1,1,0.714,11278,194,1
ALERT_000376,FIRE_NODE_0087,USER_NODE_02275,forest_fire,forest_region,2026-05-14 12:29:50.298300,9,192.65,570.61,2106.54,40.52,0.1,0.759,0.574,0.1254,166.82,11.87,8,0.104,75.27,0.944,598,15.41,moderate,high,1,1,0.714,1086,85,1
ALERT_000377,FIRE_NODE_0223,USER_NODE_04522,building_fire,forest_region,2026-05-14 12:29:53.298300,16,145.23,997.84,2037.65,27.72,0.6,0.281,0.074,0.4792,508.01,35.26,13,0.755,80.51,0.76,316,214.73,critical,urgent,1,1,0.737,5966,128,2
ALERT_000378,FIRE_NODE_0484,USER_NODE_04041,kitchen_fire,parking_area,2026-05-14 12:29:56.298300,20,67.72,837.34,4377.84,67.58,0.632,0.192,0.145,0.5293,471.43,37.48,10,0.792,82.2,0.942,801,38.45,critical,urgent,1,1,0.917,7551,54,2
ALERT_000379,FIRE_NODE_0070,USER_NODE_04992,urban_fire,metro_station,2026-05-14 12:29:59.298300,11,193.9,400.47,3417.97,25.42,0.958,0.043,0.572,0.1124,575.53,11.38,14,0.274,69.66,0.965,2541,130.97,moderate,high,1,1,0.742,6274,411,1
ALERT_000380,FIRE_NODE_0442,USER_NODE_05400,building_fire,shopping_mall,2026-05-14 12:30:02.298300,14,177.82,640.69,4611.85,14.53,0.649,0.241,0.191,0.4458,483.07,45.53,14,0.344,66.88,0.818,2667,590.53,critical,urgent,1,1,0.785,9788,69,2
ALERT_000381,FIRE_NODE_0154,USER_NODE_05254,industrial_fire,warehouse_zone,2026-05-14 12:30:05.298300,16,96.59,477.09,3084.21,21.4,0.916,0.273,0.856,0.0717,532.12,54.51,6,0.21,98.1,0.831,728,567.7,low,medium,1,1,0.896,6574,495,0
ALERT_000382,FIRE_NODE_0164,USER_NODE_04776,kitchen_fire,parking_area,2026-05-14 12:30:08.298300,19,97.78,290.9,1936.43,11.05,0.152,0.114,0.431,0.5181,130.28,8.69,13,0.661,51.83,0.728,993,104.27,critical,urgent,1,1,0.968,5389,192,2
ALERT_000383,FIRE_NODE_0144,USER_NODE_06438,forest_fire,commercial_complex,2026-05-14 12:30:11.298300,19,188.76,476.55,3485.61,39.92,0.68,0.686,0.616,0.1766,50.43,27.88,4,0.896,74.17,0.941,2426,595.02,moderate,high,1,1,0.747,8989,92,1
ALERT_000384,FIRE_NODE_0350,USER_NODE_09013,urban_fire,parking_area,2026-05-14 12:30:14.298300,7,166.06,835.21,4911.8,69.06,0.69,0.251,0.769,0.074,628.95,54.7,8,0.414,77.84,0.825,1194,265.47,low,medium,1,1,0.79,13669,354,0
ALERT_000385,FIRE_NODE_0036,USER_NODE_06704,kitchen_fire,parking_area,2026-05-14 12:30:17.298300,5,178.37,1128.52,4739.3,16.36,0.876,0.74,0.278,0.0484,229.04,54.82,11,0.652,83.26,0.775,1241,433.04,low,medium,1,1,0.708,4015,129,0
ALERT_000386,FIRE_NODE_0338,USER_NODE_02526,kitchen_fire,metro_station,2026-05-14 12:30:20.298300,13,110.68,781.96,1242.82,58.5,0.243,0.656,0.415,0.3894,103.81,2.0,2,0.914,56.18,0.938,1840,599.61,critical,urgent,1,1,0.761,9846,245,2
ALERT_000387,FIRE_NODE_0299,USER_NODE_06567,industrial_fire,metro_station,2026-05-14 12:30:23.298300,18,91.4,822.4,4847.97,64.53,0.508,0.797,0.172,0.6354,772.2,10.66,1,0.334,46.01,0.779,1473,490.49,critical,urgent,1,1,0.81,11545,458,2
ALERT_000388,FIRE_NODE_0416,USER_NODE_08797,industrial_fire,commercial_complex,2026-05-14 12:30:26.298300,4,60.47,463.29,4918.09,45.93,0.422,0.175,0.938,0.5344,239.55,5.13,13,0.104,47.22,0.868,1017,557.61,critical,urgent,1,1,0.844,10824,340,2
ALERT_000389,FIRE_NODE_0182,USER_NODE_02726,kitchen_fire,residential_building,2026-05-14 12:30:29.298300,19,192.52,579.39,3717.77,52.57,0.182,0.368,0.624,0.0506,302.0,32.55,11,0.996,68.47,0.937,2775,262.08,low,medium,1,1,0.931,10646,204,0
ALERT_000390,FIRE_NODE_0496,USER_NODE_05433,warehouse_fire,metro_station,2026-05-14 12:30:32.298300,4,149.2,1072.99,2408.15,44.28,0.634,0.423,0.18,0.0653,33.0,52.54,1,0.275,52.69,0.913,404,195.41,low,medium,1,1,0.847,4289,113,0
ALERT_000391,FIRE_NODE_0262,USER_NODE_08500,industrial_fire,warehouse_zone,2026-05-14 12:30:35.298300,15,73.44,1154.92,4346.96,61.15,0.413,0.765,0.179,0.0106,35.58,35.61,6,0.483,71.08,0.702,1603,256.5,low,medium,0,1,0.908,7636,395,0
ALERT_000392,FIRE_NODE_0348,USER_NODE_09644,kitchen_fire,industrial_area,2026-05-14 12:30:38.298300,12,122.47,900.09,1625.28,57.85,0.593,0.219,0.263,0.4101,667.35,25.52,1,0.295,92.02,0.894,1978,271.61,critical,urgent,1,1,0.841,1762,151,2
ALERT_000393,FIRE_NODE_0213,USER_NODE_01407,urban_fire,industrial_area,2026-05-14 12:30:41.298300,12,80.74,782.02,2178.47,69.72,0.485,0.491,0.559,0.5963,644.64,27.62,5,0.733,75.17,0.843,1406,119.43,critical,urgent,1,1,0.835,7510,401,2
ALERT_000394,FIRE_NODE_0106,USER_NODE_08538,building_fire,shopping_mall,2026-05-14 12:30:44.298300,16,88.02,1104.62,2075.79,66.9,0.538,0.635,0.539,0.0885,313.14,6.85,2,0.642,66.81,0.926,1795,136.18,moderate,high,1,1,0.748,11879,356,1
ALERT_000395,FIRE_NODE_0232,USER_NODE_05226,urban_fire,forest_region,2026-05-14 12:30:47.298300,2,116.11,1117.78,3725.86,32.23,0.522,0.093,0.936,0.4348,242.62,35.56,13,0.154,97.95,0.751,2912,390.58,critical,urgent,1,1,0.771,1935,11,2
ALERT_000396,FIRE_NODE_0435,USER_NODE_05621,kitchen_fire,commercial_complex,2026-05-14 12:30:50.298300,6,170.57,950.04,3563.05,44.94,0.894,0.088,0.348,0.1651,790.65,23.97,15,0.746,81.08,0.762,1000,147.2,moderate,high,1,1,0.782,8504,89,1
ALERT_000397,FIRE_NODE_0283,USER_NODE_02624,forest_fire,metro_station,2026-05-14 12:30:53.298300,15,116.95,342.44,686.47,62.16,0.966,0.348,0.355,0.0096,550.6,49.7,4,0.189,49.58,0.929,1660,371.69,low,medium,0,1,0.713,10367,94,0
ALERT_000398,FIRE_NODE_0096,USER_NODE_07081,building_fire,residential_building,2026-05-14 12:30:56.298300,20,153.95,425.99,2222.39,55.03,0.813,0.406,0.902,0.2672,622.03,29.55,15,0.903,94.47,0.725,809,562.21,critical,urgent,1,1,0.939,7415,303,2
ALERT_000399,FIRE_NODE_0220,USER_NODE_06371,urban_fire,warehouse_zone,2026-05-14 12:30:59.298300,7,183.48,305.02,4142.52,60.26,0.296,0.953,0.095,0.1017,439.31,34.97,5,0.663,41.02,0.979,2883,31.53,moderate,high,1,1,0.741,13300,407,1
ALERT_000400,FIRE_NODE_0033,USER_NODE_09460,urban_fire,industrial_area,2026-05-14 12:31:02.298300,12,47.45,714.88,4701.97,48.29,0.824,0.023,0.538,0.3014,409.19,5.26,6,0.7,70.19,0.922,808,293.75,critical,urgent,1,1,0.743,7546,58,2
ALERT_000401,FIRE_NODE_0135,USER_NODE_08020,industrial_fire,shopping_mall,2026-05-14 12:31:05.298300,20,158.44,273.07,4438.54,44.85,0.166,0.963,0.517,0.052,508.93,15.94,7,0.814,89.07,0.984,2504,303.61,low,medium,1,1,0.832,6481,300,0
ALERT_000402,FIRE_NODE_0059,USER_NODE_05701,forest_fire,parking_area,2026-05-14 12:31:08.298300,20,176.86,228.37,3006.43,40.51,0.099,0.424,0.818,0.5572,97.41,6.35,3,0.3,92.49,0.737,2760,433.4,critical,urgent,1,1,0.729,11616,409,2
ALERT_000403,FIRE_NODE_0153,USER_NODE_09670,urban_fire,industrial_area,2026-05-14 12:31:11.298300,11,154.05,478.8,4071.22,20.19,0.643,0.243,0.692,0.5685,118.91,52.13,2,0.614,47.63,0.824,978,100.71,critical,urgent,1,1,0.903,5053,59,2
ALERT_000404,FIRE_NODE_0094,USER_NODE_06117,kitchen_fire,industrial_area,2026-05-14 12:31:14.298300,17,177.8,198.49,2827.02,57.95,0.937,0.518,0.905,0.3505,327.47,51.04,7,0.518,68.31,0.842,1714,508.84,critical,urgent,1,1,0.941,9821,70,2
ALERT_000405,FIRE_NODE_0295,USER_NODE_06287,building_fire,industrial_area,2026-05-14 12:31:17.298300,16,115.62,453.3,2764.48,42.23,0.246,0.796,0.488,0.2205,103.32,15.09,11,0.952,58.31,0.749,2202,279.1,moderate,high,1,1,0.789,11411,470,1
ALERT_000406,FIRE_NODE_0331,USER_NODE_02839,industrial_fire,industrial_area,2026-05-14 12:31:20.298300,16,51.15,441.92,2994.08,40.86,0.363,0.453,0.919,0.2484,221.42,15.36,5,0.485,85.57,0.76,575,427.03,moderate,high,1,1,0.706,3115,161,1
ALERT_000407,FIRE_NODE_0432,USER_NODE_07390,industrial_fire,residential_building,2026-05-14 12:31:23.298300,12,118.31,948.97,2090.43,41.64,0.213,0.745,0.097,0.5549,174.59,52.59,1,0.385,83.36,0.793,1985,544.02,critical,urgent,1,1,0.737,2286,99,2
ALERT_000408,FIRE_NODE_0418,USER_NODE_06291,industrial_fire,parking_area,2026-05-14 12:31:26.298300,14,76.24,632.19,960.53,17.74,0.944,0.977,0.389,0.6005,444.96,16.91,11,0.717,79.53,0.987,2015,162.7,critical,urgent,1,1,0.895,6859,363,2
ALERT_000409,FIRE_NODE_0431,USER_NODE_07273,building_fire,industrial_area,2026-05-14 12:31:29.298300,3,54.1,207.28,617.24,69.96,0.804,0.789,0.509,0.1985,137.99,17.8,10,0.407,85.38,0.857,127,51.1,moderate,high,1,1,0.705,13089,389,1
ALERT_000410,FIRE_NODE_0113,USER_NODE_04786,urban_fire,forest_region,2026-05-14 12:31:32.298300,8,62.91,539.76,4706.05,46.43,0.804,0.472,0.375,0.0749,703.23,47.21,9,0.21,70.74,0.841,1183,376.93,low,medium,1,1,0.974,2805,399,0
ALERT_000411,FIRE_NODE_0235,USER_NODE_09268,kitchen_fire,parking_area,2026-05-14 12:31:35.298300,18,146.46,685.04,821.42,9.09,0.195,0.042,0.719,0.4715,126.12,50.33,9,0.197,58.07,0.772,464,226.52,critical,urgent,1,1,0.774,9433,58,2
ALERT_000412,FIRE_NODE_0138,USER_NODE_08899,warehouse_fire,shopping_mall,2026-05-14 12:31:38.298300,18,130.57,536.3,4940.91,8.64,0.151,0.062,0.613,0.0402,672.42,31.2,14,0.551,73.7,0.75,171,122.63,low,medium,1,1,0.792,12501,368,0
ALERT_000413,FIRE_NODE_0226,USER_NODE_08952,electrical_fire,metro_station,2026-05-14 12:31:41.298300,4,148.86,315.33,1111.86,68.06,0.032,0.805,0.759,0.1967,125.79,9.59,12,0.713,78.57,0.927,2678,562.8,moderate,high,1,1,0.901,12360,126,1
ALERT_000414,FIRE_NODE_0153,USER_NODE_00529,building_fire,forest_region,2026-05-14 12:31:44.298300,12,72.27,352.66,4305.65,18.6,0.082,0.706,0.412,0.5984,527.2,6.33,14,0.95,55.51,0.798,357,244.34,critical,urgent,1,1,0.715,7243,443,2
ALERT_000415,FIRE_NODE_0061,USER_NODE_03883,electrical_fire,shopping_mall,2026-05-14 12:31:47.298300,20,131.89,218.12,2364.27,27.8,0.775,0.805,0.188,0.2414,311.22,9.93,11,0.809,82.43,0.755,1754,223.2,moderate,high,1,1,0.731,2769,315,1
ALERT_000416,FIRE_NODE_0072,USER_NODE_03386,warehouse_fire,warehouse_zone,2026-05-14 12:31:50.298300,2,154.94,215.94,4938.11,55.74,0.396,0.583,0.87,0.3624,156.11,23.34,10,0.851,78.65,0.889,1437,520.76,critical,urgent,1,1,0.959,8770,143,2
ALERT_000417,FIRE_NODE_0306,USER_NODE_08828,electrical_fire,shopping_mall,2026-05-14 12:31:53.298300,10,205.96,186.23,2994.15,53.13,0.759,0.611,0.2,0.5193,581.69,6.08,5,0.491,50.44,0.798,2346,15.76,critical,urgent,1,1,0.816,4430,487,2
ALERT_000418,FIRE_NODE_0440,USER_NODE_08429,kitchen_fire,commercial_complex,2026-05-14 12:31:56.298300,5,141.23,773.93,3519.36,59.36,0.223,0.129,0.816,0.106,780.31,50.71,13,0.526,98.89,0.728,1686,185.32,moderate,high,1,1,0.885,1021,141,1
ALERT_000419,FIRE_NODE_0444,USER_NODE_02079,kitchen_fire,industrial_area,2026-05-14 12:31:59.298300,8,106.25,1119.78,888.75,40.71,0.595,0.656,0.28,0.2401,678.07,12.5,3,0.836,73.76,0.921,2914,429.6,moderate,high,1,1,0.76,5327,424,1
ALERT_000420,FIRE_NODE_0127,USER_NODE_06435,building_fire,industrial_area,2026-05-14 12:32:02.298300,19,144.54,1051.85,2501.31,67.83,0.458,0.151,0.4,0.6188,269.38,52.22,11,0.887,61.01,0.724,1101,436.11,critical,urgent,1,1,0.79,10336,212,2
ALERT_000421,FIRE_NODE_0193,USER_NODE_07406,urban_fire,commercial_complex,2026-05-14 12:32:05.298300,13,182.01,575.77,2735.17,55.56,0.389,0.449,0.389,0.2419,430.24,48.72,9,0.394,71.46,0.895,1140,165.32,moderate,high,1,1,0.78,11432,479,1
ALERT_000422,FIRE_NODE_0450,USER_NODE_06047,building_fire,parking_area,2026-05-14 12:32:08.298300,11,208.35,890.36,3139.62,47.1,0.039,0.622,0.509,0.357,300.35,5.81,10,0.234,97.04,0.819,11,282.68,critical,urgent,1,1,0.715,14286,396,2
ALERT_000423,FIRE_NODE_0434,USER_NODE_01527,kitchen_fire,parking_area,2026-05-14 12:32:11.298300,12,51.57,883.24,2967.62,38.07,0.251,0.747,0.201,0.1275,379.36,17.89,14,0.285,78.71,0.889,260,495.59,moderate,high,1,1,0.821,13086,273,1
ALERT_000424,FIRE_NODE_0204,USER_NODE_03569,building_fire,warehouse_zone,2026-05-14 12:32:14.298300,16,57.79,386.51,4912.02,43.76,0.713,0.017,0.516,0.0292,464.0,55.33,5,0.97,72.43,0.833,1323,567.29,low,medium,0,1,0.895,13621,145,0
ALERT_000425,FIRE_NODE_0173,USER_NODE_08968,industrial_fire,industrial_area,2026-05-14 12:32:17.298300,19,56.36,601.61,1657.08,35.54,0.461,0.586,0.371,0.111,412.9,49.98,14,0.681,60.3,0.971,1988,547.76,moderate,high,1,1,0.761,12965,175,1
ALERT_000426,FIRE_NODE_0458,USER_NODE_00794,urban_fire,commercial_complex,2026-05-14 12:32:20.298300,15,51.9,910.27,4241.49,67.91,0.891,0.605,0.527,0.023,212.39,28.12,1,0.647,73.44,0.915,509,171.46,low,medium,0,1,0.864,14101,80,0
ALERT_000427,FIRE_NODE_0226,USER_NODE_07480,urban_fire,metro_station,2026-05-14 12:32:23.298300,7,60.42,543.31,3900.71,50.07,0.991,0.285,0.498,0.2175,363.67,51.56,12,0.7,92.95,0.759,541,524.65,moderate,high,1,1,0.717,14503,332,1
ALERT_000428,FIRE_NODE_0155,USER_NODE_02605,warehouse_fire,forest_region,2026-05-14 12:32:26.298300,3,200.5,448.56,1984.19,38.29,0.941,0.057,0.367,0.5575,328.92,12.75,11,0.454,63.13,0.965,1477,458.35,critical,urgent,1,1,0.846,4152,42,2
ALERT_000429,FIRE_NODE_0191,USER_NODE_02712,urban_fire,metro_station,2026-05-14 12:32:29.298300,10,217.96,601.11,856.25,22.05,0.442,0.165,0.903,0.4996,229.26,35.86,12,0.735,96.48,0.956,2865,311.54,critical,urgent,1,1,0.925,12423,119,2
ALERT_000430,FIRE_NODE_0220,USER_NODE_01495,kitchen_fire,commercial_complex,2026-05-14 12:32:32.298300,1,143.38,699.03,1104.86,13.2,0.534,0.276,0.069,0.4712,45.34,36.12,4,0.562,98.13,0.84,1954,42.84,critical,urgent,1,1,0.86,1326,67,2
ALERT_000431,FIRE_NODE_0304,USER_NODE_03706,industrial_fire,parking_area,2026-05-14 12:32:35.298300,1,192.19,1196.47,2493.51,25.82,0.908,0.199,0.604,0.2667,52.04,21.49,1,0.302,81.17,0.975,2850,164.49,critical,urgent,1,1,0.935,5679,418,2
ALERT_000432,FIRE_NODE_0062,USER_NODE_06920,kitchen_fire,industrial_area,2026-05-14 12:32:38.298300,16,54.69,682.7,910.42,65.71,0.769,0.661,0.792,0.4227,775.78,43.12,2,0.928,71.03,0.734,938,319.27,critical,urgent,1,1,0.737,6326,45,2
ALERT_000433,FIRE_NODE_0375,USER_NODE_01679,urban_fire,shopping_mall,2026-05-14 12:32:41.298300,12,148.69,620.39,3339.33,5.65,0.203,0.496,0.905,0.2524,351.01,43.17,15,0.624,57.94,0.819,1226,134.53,critical,urgent,1,1,0.98,2296,195,2
ALERT_000434,FIRE_NODE_0397,USER_NODE_02182,kitchen_fire,industrial_area,2026-05-14 12:32:44.298300,3,67.86,496.46,713.69,19.42,0.783,0.209,0.122,0.311,27.78,6.0,9,0.817,86.29,0.965,2308,513.44,critical,urgent,1,1,0.898,188,312,2
ALERT_000435,FIRE_NODE_0333,USER_NODE_02689,building_fire,shopping_mall,2026-05-14 12:32:47.298300,7,54.16,956.79,4320.25,56.94,0.513,0.241,0.811,0.474,784.99,10.19,11,0.264,52.71,0.93,621,116.21,critical,urgent,1,1,0.719,6795,315,2
ALERT_000436,FIRE_NODE_0352,USER_NODE_07249,warehouse_fire,warehouse_zone,2026-05-14 12:32:50.298300,3,219.75,107.8,4275.07,28.75,0.843,0.559,0.861,0.6024,27.1,5.45,15,0.288,80.16,0.958,412,278.67,critical,urgent,1,1,0.876,2343,385,2
ALERT_000437,FIRE_NODE_0064,USER_NODE_09660,kitchen_fire,metro_station,2026-05-14 12:32:53.298300,12,77.99,981.56,4856.24,22.46,0.5,0.095,0.553,0.3293,132.66,27.08,7,0.367,71.31,0.87,1289,10.05,critical,urgent,1,1,0.921,13011,71,2
ALERT_000438,FIRE_NODE_0127,USER_NODE_04538,kitchen_fire,commercial_complex,2026-05-14 12:32:56.298300,8,169.78,490.24,832.92,54.07,0.956,0.248,0.341,0.1236,470.01,10.14,9,0.388,81.82,0.862,2462,234.95,moderate,high,1,1,0.822,9880,369,1
ALERT_000439,FIRE_NODE_0312,USER_NODE_04669,warehouse_fire,residential_building,2026-05-14 12:32:59.298300,10,143.37,86.57,945.44,62.28,0.087,0.71,0.878,0.1796,308.98,34.57,4,0.888,96.51,0.914,2121,56.54,moderate,high,1,0,0.894,9993,260,1
ALERT_000440,FIRE_NODE_0097,USER_NODE_06419,forest_fire,residential_building,2026-05-14 12:33:02.298300,8,116.8,607.19,816.25,17.42,0.793,0.459,0.321,0.2527,686.43,45.19,8,0.309,47.05,0.773,1581,552.85,critical,urgent,1,1,0.869,1897,123,2
ALERT_000441,FIRE_NODE_0256,USER_NODE_09731,urban_fire,residential_building,2026-05-14 12:33:05.298300,12,138.36,747.96,2210.52,57.46,0.528,0.126,0.166,0.3513,750.52,19.19,15,0.876,85.85,0.772,1297,26.62,critical,urgent,1,1,0.73,2212,198,2
ALERT_000442,FIRE_NODE_0441,USER_NODE_09313,building_fire,shopping_mall,2026-05-14 12:33:08.298300,18,172.49,303.63,2233.59,37.61,0.728,0.122,0.416,0.3179,441.85,49.28,11,0.213,88.47,0.901,708,335.74,critical,urgent,1,1,0.903,12546,241,2
ALERT_000443,FIRE_NODE_0489,USER_NODE_01196,urban_fire,commercial_complex,2026-05-14 12:33:11.298300,1,117.1,235.01,3529.37,39.1,0.643,0.345,0.866,0.3839,86.61,27.54,5,0.769,87.65,0.843,884,537.37,critical,urgent,1,1,0.778,702,472,2
ALERT_000444,FIRE_NODE_0031,USER_NODE_06521,industrial_fire,forest_region,2026-05-14 12:33:14.298300,17,116.85,1086.43,4543.53,49.57,0.86,0.098,0.828,0.2118,159.1,15.12,13,0.447,55.07,0.793,1702,85.31,moderate,high,1,1,0.786,6989,359,1
ALERT_000445,FIRE_NODE_0206,USER_NODE_01351,kitchen_fire,industrial_area,2026-05-14 12:33:17.298300,9,145.15,574.88,2125.56,53.52,0.895,0.759,0.349,0.4852,138.54,8.69,2,0.378,88.46,0.771,1270,42.64,critical,urgent,1,1,0.738,1344,261,2
ALERT_000446,FIRE_NODE_0472,USER_NODE_03330,warehouse_fire,industrial_area,2026-05-14 12:33:20.298300,18,195.28,789.84,1714.09,41.09,0.532,0.659,0.26,0.5625,261.31,41.95,6,0.065,62.36,0.802,1601,328.37,critical,urgent,1,1,0.721,9658,324,2
